"","variable","missingValues","class","distinctValues","perMissingValues","sampleValue","nonMissingValues","missingPercentage","minimum","mean","maximum","stdDeviation","variance","p01","p05","p10","p25","p50","p75","p90","p95","p99","numOutliers"
"359","IC.TAX.PAYM",3504,"numeric",84,64.65,NA,1916,64.65,3,30.1151356993737,147,19.7141208097831,388.646559302725,3,7,8,13,30,41,54,61.25,89,23
"360","IC.TAX.PRFT.CP.ZS",4896,"numeric",222,90.33,NA,524,90.33,0,16.0738549618321,65.8,9.84033644951872,96.8322214397268,0,0,1.39,9.3,16.2,22.5,27.44,30.285,36.993,4
"361","IC.TAX.TOTL.CP.ZS",3504,"numeric",500,64.65,"33.3",1916,64.65,7.4,46.7497912317328,339.1,37.5435456824565,1409.5178224107,9.3,15.225,21.5,31.4,40.1,50.225,68,83.7,279.48,126
"362","IC.WRH.DURS",3526,"numeric",283,65.06,NA,1894,65.06,26,179.764413938754,717,99.1556790376612,9831.84868541969,38,64,83,110,159.5,223,276,350.35,600.259999999999,65
"363","IC.WRH.PROC",3526,"numeric",36,65.06,"23",1894,65.06,6,14.6568109820486,40,4.92404791081096,24.2462478279617,7,8,10,11,14,17,21,23,28.0699999999999,55
"364","IE.PPI.ENGY.CD",4532,"numeric",656,83.62,NA,888,83.62,0,931631877.027027,37837510000,2686048599.39215,7214857078296521728,0,0,0,25375000,168900000,685250000,2081530000,3816565000,13217106900,118
"365","IE.PPI.TELE.CD",3262,"numeric",1250,60.18,NA,2158,60.18,0,467525211.770158,28280400000,1415108877.46414,2002533135077828608,0,0,0,6600000,6e+07,309925000,1.13e+09,2221075000,6863877999.99998,293
"366","IE.PPI.TRAN.CD",4917,"numeric",387,90.72,NA,503,90.72,0,939472803.180915,32556600000,2645705521.84731,6999757708333361152,0,0,0,30900000,186900000,685450000,2269328000,4321140000,11164072000,65
"367","IE.PPI.WATR.CD",5130,"numeric",187,94.65,NA,290,94.65,0,274553632.827586,7565600000,738339264.022257,545144868796927936,0,0,0,0,41500000,210525000,664970000.000001,963437491,4000374000,37
"368","IP.JRN.ARTC.SC",1080,"numeric",2647,19.93,"6.2",4340,19.93,0,6053.44974654378,414758.5,28362.8039819199,804448649.716813,0,0.5,1.79,10.1,87.95,1197.475,10111.07,27977.12,100067.270999999,810
"369","IP.PAT.NRES",3067,"numeric",1318,56.59,"378",2353,56.59,1,5199.17424564386,293706,20646.4153626427,426274467.326768,1,6,13,56,278,2305,9490.80000000001,23728,99633.0800000001,337
"370","IP.PAT.RESD",3179,"numeric",1185,58.65,"1",2241,58.65,1,10050.44756805,801135,49650.6814429215,2465190167.74647,1,3,8,39,246,1518,6846,27884,294415.4,288
"371","IP.TMK.NRES",2598,"numeric",2511,47.93,NA,2822,47.93,8,6266.47094259391,117338,8401.99803820925,70593571.0340721,61.42,350.05,630.3,1509.25,3865.5,7792.25,14441.8,20150.85,31162.31,205
"372","IP.TMK.RESD",2849,"numeric",2066,52.56,"5652",2571,52.56,1,17726.4177362894,1997014,80206.7092692797,6433116211.80675,2,22,77,375,2239,9520,38109,76272,216727.800000002,351
"373","IP.TMK.TOTL",2446,"numeric",2718,45.13,NA,2974,45.13,1,21817.0598520511,2104534,81501.8545086403,6642552288.34758,18,326.3,695.2,2002.5,5839.5,16469,45117.3,83467.85,221307.9,353
"374","IQ.CPA.BREG.XQ",4578,"numeric",10,84.46,"3",842,84.46,1.5,3.21199524940618,5.5,0.663207397648785,0.439844052296073,1.5,2,2.5,3,3,3.5,4,4.5,4.5,109
"375","IQ.CPA.DEBT.XQ",4578,"numeric",12,84.46,NA,842,84.46,1,3.42339667458432,6,0.882387506521655,0.778607711665504,1,1.5,2.5,3,3.5,4,4.5,4.5,5,13
"376","IQ.CPA.ECON.XQ",4578,"numeric",49,84.46,"2.66666666666667",842,84.46,1,3.47858271575614,5.5,0.679197965199218,0.461309875930759,1.56833333333333,2.33333,2.51666666666667,3,3.5,4,4.2,4.5,4.66666666666667,7
"377","IQ.CPA.ENVR.XQ",4578,"numeric",8,84.46,NA,842,84.46,1.5,3.11401425178147,4.5,0.55500600614738,0.308031666859665,2,2,2.5,3,3,3.5,3.94999999999999,4,4,72
"378","IQ.CPA.FINQ.XQ",4578,"numeric",8,84.46,NA,842,84.46,1.5,3.22684085510689,4.5,0.583333114780692,0.340277522799744,2,2,2.5,3,3.5,3.5,4,4,4.5,67
"379","IQ.CPA.FINS.XQ",4578,"numeric",9,84.46,NA,842,84.46,1,3.04928741092637,4.5,0.57308287905176,0.328423986262254,1.205,2,2.5,2.5,3,3.5,4,4,4,0
"380","IQ.CPA.FISP.XQ",4578,"numeric",10,84.46,NA,842,84.46,1,3.36163895486936,5,0.705533537279593,0.497777572226255,1.5,2,2.5,3,3.5,4,4,4.5,4.79500000000002,4
"381","IQ.CPA.GNDR.XQ",4578,"numeric",9,84.46,NA,842,84.46,1.5,3.39904988123515,5,0.662319672274494,0.438667348281793,2,2.5,2.5,3,3.5,4,4,4.5,5,0
"382","IQ.CPA.HRES.XQ",4578,"numeric",9,84.46,NA,842,84.46,1,3.49703087885986,4.5,0.612243857671937,0.374842541257015,2,2.5,2.5,3,3.5,4,4,4.5,4.5,2
"383","IQ.CPA.IRAI.XQ",4578,"numeric",277,84.46,NA,842,84.46,1.4,3.30451319081552,4.44166666666667,0.477094673546917,0.227619327526839,1.99166803333334,2.48375,2.65916666666666,3,3.36666833333333,3.68333333333333,3.83333333333333,3.925,4.32308333333333,8
"384","IQ.CPA.MACR.XQ",4578,"numeric",11,84.46,NA,842,84.46,1,3.64964370546318,5.5,0.68110640660071,0.463905937112531,1.705,2.5,3,3,3.75,4,4.5,4.5,4.79500000000002,4
"385","IQ.CPA.PADM.XQ",4578,"numeric",8,84.46,NA,842,84.46,1,2.96793349168646,4,0.511617941712801,0.261752918282443,2,2,2.5,2.5,3,3.5,3.5,4,4,0
"386","IQ.CPA.PRES.XQ",4578,"numeric",9,84.46,NA,842,84.46,1,3.41745843230404,4.5,0.625473291469281,0.391216838341416,1.705,2.5,2.5,3,3.5,4,4,4.5,4.5,1
"387","IQ.CPA.PROP.XQ",4578,"numeric",8,84.46,NA,842,84.46,1,2.8978622327791,4,0.636499934399906,0.405132166491085,1.5,2,2,2.5,3,3.5,3.5,4,4,0
"388","IQ.CPA.PROT.XQ",4586,"numeric",9,84.61,NA,834,84.61,1,3.07553956834532,4.5,0.585171922690021,0.342426179104735,1.665,2,2.5,2.5,3,3.5,3.5,4,4.5,0
"389","IQ.CPA.PUBS.XQ",4578,"numeric",27,84.46,NA,842,84.46,1.6,3.08396674584323,4.1,0.482996925257732,0.233286029808423,2.1,2.2,2.4,2.7,3.1,3.4,3.7,3.9,4,1
"390","IQ.CPA.REVN.XQ",4578,"numeric",7,84.46,"4",842,84.46,2,3.44239904988124,4.5,0.5119921618,0.262135973744637,2.5,2.5,2.5,3,3.5,4,4,4,4.5,0
"391","IQ.CPA.SOCI.XQ",4583,"numeric",28,84.56,NA,837,84.56,1.5,3.2989247311828,4.3,0.499412372706202,0.249412718012039,2.2,2.48,2.6,2.9,3.4,3.7,3.9,4,4.2,2
"392","IQ.CPA.STRC.XQ",4578,"numeric",39,84.46,NA,842,84.46,1.33333,3.35419634600158,5,0.519088871629728,0.269453256649824,1.63666666666667,2.5,2.66667,3,3.33333333333333,3.66667,4,4,4.33333333333333,18
"393","IQ.CPA.TRAD.XQ",4578,"numeric",11,84.46,NA,842,84.46,1.5,3.80106888361045,6,0.646428988814676,0.417870437579965,1.5,2.5,3,3.5,4,4,4.5,4.5,5,71
"394","IQ.CPA.TRAN.XQ",4578,"numeric",9,84.46,NA,842,84.46,1,2.88657957244656,4.5,0.672562626471567,0.452340486526333,1.5,2,2,2.5,3,3.5,3.94999999999999,4,4.5,0
"395","IQ.WEF.CUST.XQ",4178,"numeric",708,77.08,NA,1242,77.08,1.7,4.04043208777756,6.4695307889,0.892592479168639,0.796721333868418,2.139128205926,2.70651048364412,2.95278059151708,3.4,3.9995984220191,4.7,5.20723336906,5.5930120572929,6.1,0
"396","IQ.WEF.PORT.XQ",4178,"numeric",720,77.08,NA,1242,77.08,1.3,4.15514068728916,6.83057425687666,1.1668032443987,1.36142981113932,1.56954033530261,2.4,2.69273975718125,3.31552347225,4.05421182190515,5.05264608895562,5.7,6.2,6.73822255291999,0
"397","IS.AIR.DPRT",1580,"numeric",2995,29.15,"9839",3840,29.15,0,151912.376437198,10095197,728666.312534809,530954595023.076,139.39,1135,2228.4,6462.75,18010.5,81220,266704.200576802,568621.65,1273606.85457879,531
"398","IS.AIR.GOOD.MT.K1",1710,"numeric",2997,31.55,"1.252",3710,31.55,0,859.159742637526,40617.739,3151.01443761392,9928891.98605135,0,0.0230270917660881,0.3000000119,2.7999999523,27.23699961855,275.944416397386,1657.8453,5141.7273,12373.4481057,678
"399","IS.AIR.PSGR",1576,"numeric",3620,29.08,"13877",3844,29.08,0,12754917.6627447,798230000,56438337.4914177,3185285938795168,8700,39798.05,75308.2,274953,1113400,5940915,26009884.3599,51727849.05,122687123.450001,574
"400","IS.RRS.GOOD.MT.K6",3473,"numeric",1638,64.08,NA,1947,64.08,0.695,94622.2528526964,2839124,375767.564037637,141201262182.78,19,100.9,263.14,954.9,4032,15996.5,106178.4,304095.499999999,2304020.7,302
"401","IS.RRS.PASG.KM",3585,"numeric",1477,66.14,"174",1835,66.14,0.068,28401.2470658826,1158742,101768.235012003,10356773657.4584,20.34,49.7,84.08,370,2166,10956,46939.2,142113,580729.880000001,259
"402","IS.RRS.TOTL.KM",3581,"numeric",971,66.07,NA,1839,66.07,251,10998.1484724352,228513,25185.4032512961,634304536.930398,292,573,699,1575,3116,8676.5,24487,57059.4,160002.247278583,275
"403","IS.SHP.GCNW.XQ",3560,"numeric",1488,65.68,"20.2670371101",1860,65.68,0.02,21.1126702504933,167.1285623101,25.1511995912435,632.582840878569,1.3618,2.399,3.397,5.1075,10.46,26.58,55.564,81.5825,113.122617371159,179
"404","IS.SHP.GOOD.TU",4029,"numeric",1391,74.34,NA,1391,74.34,649,4684046.719146,181635244.640862,12911172.2615048,166698369166250,21271.965884505,70269,132278,369438.067406839,1161549,4004956.5,10883342.9424904,18600894.3470161,45004303.2511779,166
"405","iso2c",0,"character",214,0,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","IT.CEL.SETS",596,"numeric",3945,11,"62988492",4824,11,0,11430980.753524,1286093000,56422139.3366229,3183457807321288,0,0,0,11915,338012.5,4661845.5,20229859.8,52136299.9999997,181686629.999994,698
"407","IT.CEL.SETS.P2",596,"numeric",4291,11,"7.73081525078421",4824,11,0,41.1475588923146,322.59153647123,48.8009976774144,2381.537374311,0,0,0,0.520385667493699,16.2408088956754,77.5499083195844,115.425186757566,132.924373754466,169.932245738694,18
"408","IT.MLT.MAIN",532,"numeric",4594,9.82,"148106159",4888,9.82,0,4817998.85975859,367786000,21158434.5022258,447679350584981,2045.01,7472.05,14183.5,38389.25,291160.5,1927333.75,7798891.3,22499657.95,62568890.6700001,671
"409","IT.MLT.MAIN.P2",532,"numeric",4883,9.82,"0.30733724281231",4888,9.82,0,19.8408743951432,132.953291651342,20.7123908024453,429.00313275322,0.0880705178353524,0.265192201945836,0.465649436930807,2.41909722054804,12.3231802374758,32.1047248152657,50.4780909191405,59.8713079985693,82.1358096520884,63
"410","IT.NET.BBND",3005,"numeric",2173,55.44,NA,2415,55.44,0,2205084.18854244,200483000,10655464.9486262,113538933271402,18.28,153.4,594,5529,46400,628576.5,3191153.6,10324645.8,35472992.9600002,425
"411","IT.NET.BBND.P2",3008,"numeric",2407,55.5,NA,2412,55.5,0,7.82033177635028,61.7388492863851,10.8905268772844,118.603575664855,0.000284277459263462,0.00387450334477057,0.0143496685034293,0.136658068132371,1.99354357373792,11.9102050230009,25.842094781255,32.245189177584,40.1284486971798,164
"412","IT.NET.SECR",2815,"numeric",927,51.94,"3392",2605,51.94,1,4316.02257197697,530309,29040.509428718,843351187.87946,1,1,2,8,53,429,3666,11791.8,93331.6000000001,464
"413","IT.NET.SECR.P6",2815,"numeric",2606,51.94,"24.5828701963156",2605,51.94,0.00721499815721732,257.253104537464,12939.7753242991,778.598684651348,606215.91174081,0.0356770170625197,0.125707719463136,0.279137905683671,1.65598830209863,18.0278966843033,157.137854202906,751.719282506411,1385.27637177595,2915.63335187487,400
"414","IT.NET.USER",4546,"numeric",852,83.87,NA,874,83.87,0,787843.253944415,46190430.5291,3273503.10627687,10715822586804.3,0,100.217866992564,496.531740169803,5097.98781194475,41080.3604947509,200076.558119863,1299483.8618237,3613149.11439829,14524570.765554,146
"415","IT.NET.USER.P2",1306,"numeric",3513,24.1,"7.40754458415897",4114,24.1,0,20.1466450200851,98.16,25.5222107354317,651.383240823785,0,0.00879074554927454,0.0568109216912724,0.799884534224853,6.88310460916937,33.985,64.0052136975939,75.752,90.9635826,109
"416","IT.PRT.NEWS.P3",4816,"numeric",600,88.86,NA,604,88.86,0.09,131.519317695174,590.77,142.699710466724,20363.2073672869,0.209385084359451,1.7215,2.772,22.905,75.88,184.697471445972,331.299386525601,451.7215,569.608576794958,40
"417","LP.EXP.DURS.MD",4985,"numeric",101,91.97,NA,435,91.97,1,3.67772413793103,88,6.31706365296521,39.9052931956142,1,1,1,2,2.2,3.5,6.18000000000001,9.57799999999998,22.6199999999998,54
"418","LP.IMP.DURS.MD",4994,"numeric",108,92.14,NA,426,92.14,1,4.80967136150235,81,6.46426334531824,41.786700597625,1,1,1,2,3,5,10,13.99,32,46
"419","LP.LPI.CUST.XQ",4805,"numeric",322,88.65,NA,615,88.65,1.3,2.62941640162602,4.20779,0.603179509789247,0.363825521029596,1.6257,1.8821849,2,2.2,2.461539,3,3.64,3.833,3.9986,1
"420","LP.LPI.INFR.XQ",4805,"numeric",341,88.65,NA,615,88.65,1.1,2.68339698211382,4.34,0.696826365236831,0.485566983289174,1.5128,1.8196853,1.92,2.1755035,2.5,3.0816665,3.836,4.084125,4.24713378,0
"421","LP.LPI.ITRN.XQ",4805,"numeric",333,88.65,NA,615,88.65,1.22,2.80952047804878,4.18,0.519755465869894,0.270145744301631,1.67489314,2,2.18,2.43,2.779526,3.175,3.5501512,3.6874791,3.8944,1
"422","LP.LPI.LOGS.XQ",4805,"numeric",346,88.65,"2.8",615,88.65,1.25,2.78001649105691,4.32,0.619917529970043,0.384297743964159,1.6798,2,2.11,2.3155865,2.66,3.154453,3.776,3.9731393,4.1486,0
"423","LP.LPI.OVRL.XQ",4805,"numeric",349,88.65,NA,615,88.65,1.21,2.83843489593496,4.19,0.57847880330933,0.334637725878194,1.77688836,2.08,2.21,2.41,2.72,3.179208,3.82,3.9477082,4.0986,1
"424","LP.LPI.TIME.XQ",4805,"numeric",352,88.65,NA,615,88.65,1.38,3.26799670569106,4.705877,0.597091705059316,0.356518504250641,2.0394607,2.3686698,2.554,2.83,3.18,3.72,4.128114,4.283,4.4658,2
"425","LP.LPI.TRAC.XQ",4805,"numeric",341,88.65,NA,615,88.65,1,2.85176263739837,4.27,0.636654636616054,0.40532912632472,1.67,1.9896553,2.1017648,2.38,2.75,3.285,3.8501444,4.053,4.16970908,1
"426","MS.MIL.MPRT.KD",2822,"numeric",714,52.07,NA,2598,52.07,0,228053117.78291,5.291e+09,445341696.103034,198329226287926816,0,1e+06,2e+06,1e+07,5.1e+07,2.25e+08,6.8e+08,1070750000,2181650000.00001,326
"427","MS.MIL.TOTL.P1",1494,"numeric",1286,27.56,"46800",3926,27.56,0,166502.57845135,4135000,395161.241352343,156152406667.124,200,1300,3000,11337.5,39500,147600,421000,689375,2264500,458
"428","MS.MIL.TOTL.TF.ZS",1540,"numeric",3880,28.41,"0.788217264670491",3880,28.41,0,1.71331745273655,16.2296343113058,1.97591003771553,3.904220477145,0.0919530046338917,0.19519891147649,0.282636894462203,0.51286937400867,1.0669690119117,1.96993819562634,3.92549854590648,6.163800988325,9.51278268045122,355
"429","MS.MIL.XPND.CN",1737,"numeric",3526,32.05,NA,3683,32.05,0,1251265886360.59,2.9764325e+14,10780552411159.4,1.16220310289755e+26,0,28751000,91261280,625350000,7294570000,50235500000,326798600000,1.8865e+12,29045004999999.7,600
"430","MS.MIL.XPND.GD.ZS",1794,"numeric",3567,33.1,"0.424213463061865",3626,33.1,0,2.37133042132171,117.387696254959,3.11895037272253,9.72785142750599,0,0.431855260016147,0.654033821034866,1.10665800497301,1.6874896114758,2.78446119676097,4.39002642638581,6.03188930922855,12.4734763736868,248
"431","MS.MIL.XPND.ZS",3290,"numeric",2106,60.7,"7.94361991589809",2130,60.7,0,9.49131760585291,144.906060376542,8.51106750215964,72.4382700263179,0,1.49279918469122,2.44199710537901,4.27822439880618,6.89993514277183,12.696948830368,18.5658585524353,24.7745357388828,40.034798293208,101
"432","MS.MIL.XPRT.KD",4353,"numeric",432,80.31,NA,1067,80.31,0,571504217.432052,1.5705e+10,1706728283.61214,2912921434081633792,0,1e+06,3e+06,1.3e+07,5.3e+07,295500000,1293400000,2531500000,9607379999.99989,154
"433","NE.CON.GOVT.CD",1170,"numeric",4249,21.59,"11611210217.4306",4250,21.59,15007871.8714017,44691358277.9906,2.571975e+12,179047609803.778,3.2058046576446e+22,37662171.9686295,89729545.659083,159766902.683844,530361586.0587,2388438288.67061,16075006066.1376,77108956072.3208,209719120890.057,788060864756.287,670
"434","NE.CON.GOVT.CN",1155,"numeric",4254,21.31,NA,4265,21.31,100,6140887890579.3,1.181023e+15,50109801081700.5,2.5109921644476e+27,26386080,256065440,674216000,3.881e+09,46703619147.007,3.5902e+11,2101914232800,8142842349439.97,130776943999999,641
"435","NE.CON.GOVT.KD",2026,"numeric",3391,37.38,"37141214228.4033",3394,37.38,31411733.8696599,68274714245.247,2.522209e+12,227948144738.382,5.19603566896705e+22,81660357.9554181,226193262.908912,486377714.444599,1304109919.71298,5160782517.82854,34485608047.6444,133899228601.482,366570348624.845,1040034232089.09,479
"436","NE.CON.GOVT.KD.ZG",1978,"numeric",3439,36.49,"6.96011388890159",3442,36.49,-71.463589017503,4.53181568483029,1004.60060606061,23.6547926767519,559.549216580117,-27.9338010592465,-8.8769206419521,-3.64955853436551,0.372120104949896,2.97061540271599,6.39869796660804,12.4408917971397,19.0002265812132,49.1670293176661,418
"437","NE.CON.GOVT.KN",1921,"numeric",3495,35.44,"5675828000",3499,35.44,23863700,7418098710369.31,775925128203090,45190476917273.5,2.04217920401062e+27,178957850,700973450,1607097107.4643,7846401350,70776100000,443695865000,2218500667094.02,9526705915847.88,188933121881720,501
"438","NE.CON.GOVT.ZS",1161,"numeric",4254,21.42,"6.94073966373624",4259,21.42,2.04712146841042,16.4412378462613,156.531531531532,8.09251526427599,65.4888033025399,4.86740961448117,7.19617361091148,8.95515607693978,11.5535323453391,15.7532966549933,19.6792123209501,24.0151115108995,26.8337231318795,37.8245384544633,93
"439","NE.CON.PETC.CD",1202,"numeric",4219,22.18,"19804410115.859",4218,22.18,34677210.9458007,157320406738.017,1.22719e+13,711799085117.851,5.06657937574609e+23,171215296.603364,389495984.56964,736741452.940314,2563961005.26003,10399269285.4163,63918288967.2703,238856182921.018,695288666922.125,2533873757070.21,629
"440","NE.CON.PETC.CN",1196,"numeric",4224,22.07,"4.38364e+11",4224,22.07,300,33206272251898.6,6398096894923350,282534742263875,7.98258805861143e+28,180617696,1100236800,2502394980,14447508750,215067167050,1406638750000,11299435388050,46107256868491.7,662416177787333,715
"441","NE.CON.PETC.KD",2113,"numeric",3297,38.99,"109639778967.548",3307,38.99,294095187.929808,233081842449.24,11398235263603.3,859407127588.142,7.38580610949301e+23,488775984.174857,1225998628.78478,2316739618.69246,6029438284.9741,23673994730.3051,131678227854.099,486353931538.091,1067498242248.48,3182240094517.74,425
"442","NE.CON.PETC.KD.ZG",2036,"numeric",3372,37.56,"-5.7440755528831",3384,37.56,-3984.20590641701,2.62885595316554,290.163900094356,69.7777141693962,4868.92939470595,-24.1275034421614,-8.62477656862244,-3.21060205376371,0.840330158137366,3.51274607050478,6.57489372704839,11.2030904355985,15.3166814227333,30.3332608558474,355
"443","NE.CON.PETC.KN",1976,"numeric",3432,36.46,NA,3444,36.46,-18408087873600,44004160177292.5,5037965308148950,294673026025657,8.68321922671174e+28,657640000,3118729095,6935172050,27945964424.7735,324563003600,1888830885500,12423802864753.9,39972236242665,1090838780035878,587
"444","NE.CON.PETC.ZS",1196,"numeric",4225,22.07,NA,4224,22.07,6.97137829775333,65.9217768070794,234.211546391025,18.42281949099,339.400277997602,20.3444136633534,36.7880760861616,44.8963021367575,55.4112814162804,64.9715392844219,76.4435908571726,87.3855021378082,93.4046333376821,111.6237258964,111
"445","NE.CON.PRVT.CD",1239,"numeric",4180,22.86,"826132192204.578",4181,22.86,23046424.6767409,158360353016.366,1.22719e+13,714579716954.476,5.10624171882739e+23,186882962.962963,413485656.448814,777879252.348211,2646549264.08046,10530250447.6708,64170677680.9953,240961502229.479,704330742086.103,2551155890488.38,627
"446","NE.CON.PRVT.CN",1237,"numeric",4182,22.82,NA,4183,22.82,300,33279863010900.3,6584141533568710,285076373388290,8.12685386642197e+28,170709560,1094400000,2470500000,14474799500,216495700000,1386172785000,10775303800000,44029646312300,681267832000004,705
"447","NE.CON.PRVT.KD",2029,"numeric",3389,37.44,"2479114967.53863",3391,37.44,35912191.0557074,226623187303.54,11398629986770.8,850124604934.001,7.22711843914191e+23,461388281.816777,1112288710.13692,2157870785.87432,5492455602.8263,21890985035.5777,126733671731.081,453981595756.495,1048278071536.62,3171036140121.6,433
"448","NE.CON.PRVT.KD.ZG",1998,"numeric",3418,36.86,"2.78189126476447",3422,36.86,-66.3949394988249,3.88764061770191,226.064435160495,9.22252241245559,85.0549196482458,-22.0208391478971,-7.04256805210248,-2.52678596455724,1.18515390317124,3.65449210710798,6.3904996510762,10.6743048895792,14.3041185676459,28.0095911904608,356
